date;result;team_id;team_Ro;team_goals;opp_team_goals;opp_team_id;opp_team_Ro;tournament_id;team_Rn;
21/02/2007;loss;BRG_MT;1500;1;4;BRA_DF;1442;COPA_BR;1443
