date;result;team_id;team_Ro;team_goals;opp_team_goals;opp_team_id;opp_team_Ro;tournament_id;team_Rn;
15/02/2006;loss;HEA_SC;1500;0;3;ATL_MG;1500;COPA_BR;1449
