date;home_team_id;home_team_goals;away_team_goals;away_team_id;tournament_id
14/02/2007;OVG_MT;0;5;PAL_SP;COPA_BR
14/02/2007;VIT_ES;1;0;IPA_MG;COPA_BR
14/02/2007;SER_MS;0;2;POR_SP;COPA_BR
14/02/2007;BAR_RN;1;1;VIT_BA;COPA_BR
14/02/2007;ATL_GO;2;1;GUA_SP;COPA_BR
14/02/2007;SAM_MA;1;3;FOR_CE;COPA_BR
14/02/2007;BAR_RR;1;0;AME_RN;COPA_BR
14/02/2007;PAR_PI;1;2;NAU_PE;COPA_BR
14/02/2007;ARA_TO;1;3;GAM_DF;COPA_BR
14/02/2007;ADP_PR;1;4;NOR_SP;COPA_BR
14/02/2007;FAS_AM;1;2;VAS_RJ;COPA_BR
14/02/2007;COL_BA;1;3;ATL_MG;COPA_BR
14/02/2007;COR_AL;1;1;AME_RJ;COPA_BR
14/02/2007;CSA_AL;1;1;BOT_RJ;COPA_BR
14/02/2007;CAX_RS;2;1;CTB_PR;COPA_BR
14/02/2007;ULB_RO;2;0;SCZ_PE;COPA_BR
21/02/2007;CAM_PB;1;1;SPO_PE;COPA_BR
21/02/2007;ANA_PA;2;0;SRA_AM;COPA_BR
21/02/2007;VER_RS;0;0;CRU_MG;COPA_BR
21/02/2007;FER_SP;3;1;JUV_RS;COPA_BR
21/02/2007;BRG_MT;1;4;BRA_DF;COPA_BR
21/02/2007;MTC_MA;1;3;GOI_GO;COPA_BR
21/02/2007;ITA_SE;1;2;BAH_BA;COPA_BR
21/02/2007;PIR_SE;1;1;COR_SP;COPA_BR
21/02/2007;RBC_PR;1;1;AVA_SC;COPA_BR
21/02/2007;SAJ_AP;0;1;PAY_PA;COPA_BR
21/02/2007;MAD_RJ;2;3;FIG_SC;COPA_BR
21/02/2007;VIL_MG;1;0;PTP_SP;COPA_BR
21/02/2007;NAU_PE;6;0;PAR_PI;COPA_BR
21/02/2007;IPA_MG;3;1;VIT_ES;COPA_BR
21/02/2007;SCZ_PE;1;2;ULB_RO;COPA_BR
21/02/2007;GUA_SP;0;0;ATL_GO;COPA_BR
21/02/2007;AME_RJ;3;1;COR_AL;COPA_BR
21/02/2007;CTB_PR;4;1;CAX_RS;COPA_BR
21/02/2007;AME_RN;2;0;BAR_RR;COPA_BR
21/02/2007;SCZ_PE;1;2;ULB_RO;COPA_BR
22/02/2007;VLV_ES;1;0;TRE_PB;COPA_BR
