date;home_team_id;home_team_goals;away_team_goals;away_team_id;tournament_id
15/02/2006;CAB_RJ;1;1;SCA_SP;COPA_BR
15/02/2006;PAR_PI;0;1;ABC_RN;COPA_BR
15/02/2006;EST_ES;1;1;GUA_SP;COPA_BR
15/02/2006;HEA_SC;0;3;ATL_MG;COPA_BR
15/02/2006;MIN_GO;3;1;AMC_RJ;COPA_BR
15/02/2006;SER_SE;0;0;SAN_SP;COPA_BR
15/02/2006;URT_MG;3;2;LON_PR;COPA_BR
15/02/2006;BOT_PB;1;1;VAS_RJ;COPA_BR
15/02/2006;ULB_RS;2;4;IRA_PR;COPA_BR
15/02/2006;NVH_RS;2;2;CRI_SC;COPA_BR
15/02/2006;MTC_MA;1;3;ATH_PR;COPA_BR
15/02/2006;VLR_RJ;2;1;AME_MG;COPA_BR
15/02/2006;COL_TO;0;2;PAY_PA;COPA_BR
15/02/2006;GCO_AM;2;5;VIL_GO;COPA_BR
15/02/2006;VLA_MT;0;0;SCZ_PE;COPA_BR
16/02/2006;OPE_MS;1;2;BOT_RJ;COPA_BR
22/02/2006;POT_RN;2;0;STA_SP;COPA_BR
22/02/2006;ASA_AL;1;1;FLA_RJ;COPA_BR
22/02/2006;VIL_RO;1;3;FOR_CE;COPA_BR
22/02/2006;CEI_DF;0;0;BAH_BA;COPA_BR
22/02/2006;SER_ES;1;3;IPA_MG;COPA_BR
22/02/2006;ICA_CE;0;0;CTB_PR;COPA_BR
22/02/2006;RBR_AC;0;1;NAU_PE;COPA_BR
22/02/2006;SRA_RR;0;2;BRA_DF;COPA_BR
22/02/2006;ITA_SE;0;0;REM_PA;COPA_BR
22/02/2006;PIA_PI;1;2;GRE_RS;COPA_BR
22/02/2006;XVN_RS;4;1;NOR_SP;COPA_BR
22/02/2006;OPE_MT;2;3;FLU_RJ;COPA_BR
22/02/2006;CEN_MS;2;1;TRE_PB;COPA_BR
22/02/2006;NAC_AM;2;5;CRU_MG;COPA_BR
22/02/2006;SAJ_AP;0;1;CRB_AL;COPA_BR
22/02/2006;IMP_MA;1;1;VIT_BA;COPA_BR
22/02/2006;ABC_RN;5;1;PAR_PI;COPA_BR
22/02/2006;BOT_RJ;5;1;OPE_MT;COPA_BR
22/02/2006;SAN_SP;3;0;SER_SE;COPA_BR
22/02/2006;LON_PR;1;1;URT_MG;COPA_BR
22/02/2006;VAS_RJ;7;0;BOT_PB;COPA_BR
22/02/2006;CRI_SC;2;1;NVH_RS;COPA_BR
22/02/2006;AME_MG;2;1;VLR_RJ;COPA_BR
22/02/2006;SCZ_PE;1;0;VLA_MT;COPA_BR
08/03/2006;FLA_RJ;2;1;ASA_AL;COPA_BR
08/03/2006;AMC_RJ;4;2;MIN_GO;COPA_BR
08/03/2006;BAH_BA;1;2;CEI_DF;COPA_BR
08/03/2006;CTB_PR;3;1;ICA_CE;COPA_BR
08/03/2006;NAU_PE;4;1;RBR_AC;COPA_BR
08/03/2006;REM_PA;4;1;ITA_SE;COPA_BR
08/03/2006;GUA_SP;3;0;EST_ES;COPA_BR
08/03/2006;SCA_SP;4;1;CAB_RJ;COPA_BR
08/03/2006;GRE_RS;4;0;PIA_PI;COPA_BR
08/03/2006;NOR_SP;2;0;XVN_RS;COPA_BR
08/03/2006;TRE_PB;1;3;CEN_MS;COPA_BR
08/03/2006;CRB_AL;3;0;SAJ_AP;COPA_BR
08/03/2006;VIT_BA;5;2;IMP_MA;COPA_BR
08/03/2006;STA_SP;1;2;POT_RN;COPA_BR
09/03/2006;FLU_RJ;3;1;OPE_MT;COPA_BR
15/03/2006;MIN_GO;3;2;ATL_MG;COPA_BR
15/03/2006;CEI_DF;1;1;FOR_CE;COPA_BR
15/03/2006;IPA_MG;3;0;BOT_RJ;COPA_BR
15/03/2006;NAU_PE;2;0;CTB_PR;COPA_BR
15/03/2006;BRA_DF;3;1;REM_PA;COPA_BR
15/03/2006;SCA_SP;4;1;CRI_SC;COPA_BR
15/03/2006;XVN_RS;1;0;GRE_RS;COPA_BR
15/03/2006;SCZ_PE;2;2;VIT_BA;COPA_BR
22/03/2006;ABC_RN;0;1;FLA_RJ;COPA_BR
22/03/2006;POT_RN;0;4;GUA_SP;COPA_BR
22/03/2006;URT_MG;1;3;SAN_SP;COPA_BR
22/03/2006;IRA_PR;2;2;VAS_RJ;COPA_BR
22/03/2006;VLR_RJ;2;1;ATH_PR;COPA_BR
22/03/2006;CEN_MS;3;5;FLU_RJ;COPA_BR
22/03/2006;VIL_GO;3;1;PAY_PA;COPA_BR
22/03/2006;CRB_AL;0;2;CRU_MG;COPA_BR
22/03/2006;ATL_MG;4;1;MIN_GO;COPA_BR
22/03/2006;CTB_PR;0;0;NAU_PE;COPA_BR
22/03/2006;REM_PA;0;1;BRA_DF;COPA_BR
22/03/2006;CRI_SC;4;0;SCA_SP;COPA_BR
22/03/2006;VIT_BA;3;2;SCZ_PE;COPA_BR
23/03/2006;BOT_RJ;1;3;IPA_MG;COPA_BR
23/03/2006;GRE_RS;1;0;XVN_RS;COPA_BR
05/04/2006;FLA_RJ;4;0;ABC_RN;COPA_BR
05/04/2006;FOR_CE;3;1;CEI_DF;COPA_BR
05/04/2006;ATH_PR;0;0;VLR_RJ;COPA_BR
05/04/2006;PAY_PA;1;0;VIL_GO;COPA_BR
08/04/2006;VAS_RJ;5;1;IRA_PR;COPA_BR
12/04/2006;ATL_MG;0;2;FOR_CE;COPA_BR
12/04/2006;FLA_RJ;5;1;GUA_SP;COPA_BR
12/04/2006;IPA_MG;3;1;NAU_PE;COPA_BR
